,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
1144,2,27.0,29.2,25.3,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1166,3,27.5,29.6,25.6,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1188,4,27.6,29.8,25.8,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1210,5,27.3,30.2,25.2,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1232,6,27.0,29.2,25.0,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1254,7,26.6,28.9,24.6,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1276,8,26.6,28.9,24.8,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1298,9,26.7,29.6,24.1,oceania,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.",-13.8345235,-171.7630955,72.5984779440307,100.0,77.9363309352518,19.5003943309627,58.1386,4822.74084650019,98.9302348547362,0.561,292.81085205,4.5,21.9,4.635,10.84,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628,Apia,0.0,0.0,0.0,0.0,0.0,0.0,samoa
1320,1,28.5,35.4,23.5,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1342,10,24.5,32.0,20.0,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1364,11,25.8,33.0,21.0,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1386,12,27.4,34.4,22.0,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1408,2,27.5,34.4,22.4,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1430,3,26.3,33.3,21.9,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1452,4,23.9,29.9,19.2,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1474,5,19.5,25.5,15.1,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1496,6,18.5,25.4,14.1,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1518,7,18.4,25.5,13.2,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1540,8,20.5,27.9,14.3,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1562,9,22.6,30.4,17.3,south_america,"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.",-25.2800459,-57.6343814,25.7458831459233,99.8,17.282671943072,51.2921699800092,78.0948,6299.99026533713,99.6009612348131,3.893,526.5098877,2.4,22.7,6.93,18.2,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0,Asunción,0.23,0.34,0.28,0.23,0.22,0.75,paraguay
1584,1,15.6,17.1,14.0,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1606,10,19.9,21.9,18.2,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1628,11,17.8,19.5,16.2,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1650,12,16.3,17.8,14.4,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1672,2,15.0,16.7,13.3,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1694,3,14.6,17.3,12.3,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1716,4,15.8,17.7,14.0,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1738,5,17.3,19.4,15.4,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1760,6,19.2,21.5,17.3,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1782,7,21.7,24.1,19.5,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1804,8,23.0,25.5,20.9,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1826,9,22.1,24.4,20.2,europe,"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.",37.80855645,-25.47313739124529,47.7343491046383,100.0,115.475189289738,40.887850776514,85.7901,27634.6183139773,99.2762210572337,5.851,2762.26293945,0.4,16.4,20.44,41.07,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0,Azores,1.37,1.02,0.39,0.32,0.41,2.07,portugal
1848,1,-7.6,-2.8,-12.3,north_america,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Banff,0.04,0.02,0.03,0.04,0.04,0.1,canada
1870,10,3.5,9.4,-2.2,north_america,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Banff,0.04,0.02,0.03,0.04,0.04,0.1,canada
1892,11,-3.9,0.4,-7.6,north_america,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Banff,0.04,0.02,0.03,0.04,0.04,0.1,canada
1914,12,-8.6,-4.5,-12.7,north_america,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Banff,0.04,0.02,0.03,0.04,0.04,0.1,canada
1936,2,-6.9,-1.9,-12.4,north_america,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Banff,0.04,0.02,0.03,0.04,0.04,0.1,canada
